Anexos;[R];*;[I];Etapa atual;CAMPUS;Coligada do alarme;Código atendente alarmado;Coligada do representante;Representante;GRUPO ATENDIMENTO ATUAL;CODTIPOCURSO;TIPOCURSO;CURSO;PLETIVO;RELACIONADO1;SITUACAOALARME1;IMGSTATUS1;ANEXO1;Atendimento;Cliente;Código do Cliente;Tipo cliente;Coligada do cliente;Status;Etapa atual;Classificação;Assunto;Categoria;Descrição do produto;Atendente responsável;Prazo limite final;Prioridade;Abertura;Fechamento;Coligada;Localidade;Código do atendimento;Código do atendente responsável;Coligada do responsável;Código de classificação;Coligada do produto;Produto;Detalhe do produto;Categoria geral;Grupo de atendimento;Tipo de atendimento;Código da etapa atual;Campanha;Grupo/Fila;TIPO_ABERTURA
Z;;Z;C;Analise da Secretaria Acadêmica;UCB - Câmpus Taguatinga;;;;;;37;GRADUAÇÃO - CATÓLICA;CIÊNCIA DA COMPUTAÇÃO;2025/1;';Z;C;Z;4-1-8002158;VANESSA ALMEIDA AZEVEDO;UC05554233;ALUNO;1;Cancelado;Analise da Secretaria Acadêmica;Processos de Solicitação UCB;UCB - DECLARAÇÕES ESPECÍFICAS;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;PATRICIA DUARTE AZEVEDO;;;25/04/2026 19:31;28/04/2026 23:28;1;4;8002158;293;1;00019;1;67;1;10;55;1738;5457;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;4-1-8002120;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA GOMES AZEVEDO;;Normal;23/04/2026 05:22;;1;4;8002120;9536;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;10;GRADUAÇÃO - CATÓLICA PRESENCIAL;DIREITO;2003/2;';Z;F;ANEXO;4-1-8002159;LETICIA GOMES BATISTA;0677372429;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;FELIPE GOMES AZEVEDO;;;07/05/2026 08:43;07/05/2026 13:41;1;4;8002159;8005;1;00019;1;67;1;10;55;1712;5268;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002127;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;CARLA GOMES AZEVEDO;;Normal;27/04/2026 12:35;;1;4;8002127;5785;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;37;GRADUAÇÃO - CATÓLICA;DIREITO;2026/1;';Z;F;ANEXO;4-1-8002173;CAIO GOMES BATISTA;UC54255224;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;GABRIELA GOMES AZEVEDO;;;02/06/2026 16:34;02/06/2026 20:13;1;4;8002173;5670;1;00019;1;67;1;10;55;1712;5268;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002171;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;HENRIQUE GOMES AZEVEDO;;Normal;28/04/2026 17:15;;1;4;8002171;3485;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;4-1-8002165;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;05/05/2026 10:54;;1;4;8002165;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;42;GRADUAÇÃO - CATÓLICA.;FONOAUDIOLOGIA;2026/2;';Z;F;ANEXO;4-1-8002175;ANA LIMA BATISTA;UC68273890;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes- EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA GOMES AZEVEDO;;;03/04/2026 10:38;08/04/2026 12:42;1;4;8002175;5196;1;00019;1;67;1;10;12;1713;5270;; ;PRESECIAL
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/2;';Z;F;ANEXO;4-1-8002169;BRUNO LIMA BATISTA;UC17545991;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;26/04/2026 18:07;05/05/2026 23:35;1;4;8002169;795;1;00019;1;67;1;10;12;1722;5322;; ;PRESECIAL
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;Z;4-1-8002174;CARLA LIMA BATISTA;UC92798532;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CAIO CARDOSO AZEVEDO;;;17/04/2026 14:49;24/04/2026 18:58;1;4;8002174;1519;1;00019;1;67;1;10;12;1591;4666;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002168;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;WILLIAM FERREIRA AZEVEDO;;Normal;25/04/2026 16:55;;1;4;8002168;2035;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002162;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;LETICIA FERREIRA AZEVEDO;;Normal;24/03/2026 17:54;;1;4;8002162;3179;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;37;GRADUAÇÃO - CATÓLICA;CIÊNCIA DA COMPUTAÇÃO;2026/1;';Z;F;ANEXO;4-1-8002182;DANIEL LIMA BATISTA;UC13616825;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;JOAO GOMES AZEVEDO;;;18/04/2026 16:39;18/04/2026 23:13;1;4;8002182;6161;1;00019;1;67;1;10;55;1712;5268;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;4-1-8002176;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;11/04/2026 21:04;;1;4;8002176;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;F;Finalização;ATENDE;;;;;;42;GRADUAÇÃO - CATÓLICA.;DIREITO;2026/2;';Z;F;Z;4-1-8002178;ELISA LIMA BATISTA;UC10505120;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes- EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA GOMES AZEVEDO;;;28/03/2026 08:54;01/04/2026 13:52;1;4;8002178;5196;1;00019;1;67;1;10;12;1713;5270;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;4-1-8002172;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;07/05/2026 10:39;;1;4;8002172;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;4-1-8002190;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;LARISSA GOMES AZEVEDO;;Normal;13/06/2026 10:48;21/06/2026 16:24;1;4;8002190;891;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;C;Analise da Secretaria Acadêmica;UCB - Câmpus Taguatinga;;;;;;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIA DA COMPUTAÇÃO;2026/2;';Z;C;Z;4-1-8002180;VANESSA ALMEIDA AZEVEDO;UC72016142;ALUNO;1;Cancelado;Analise da Secretaria Acadêmica;Processos de Solicitação UCB;UCB - DECLARAÇÕES ESPECÍFICAS;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;PATRICIA DUARTE AZEVEDO;;;05/06/2026 14:24;12/06/2026 16:01;1;4;8002180;293;1;00019;1;67;1;10;12;1738;5457;; ;PRESECIAL
Z;;Z;C;Analise do Back Office;Atende;;;;;;37;GRADUAÇÃO - CATÓLICA;ODONTOLOGIA;2024/1;';Z;C;Z;4-1-8002192;FELIPE LIMA BATISTA;UC19041730;ALUNO;1;Cancelado;Analise do Back Office;Processos de Solicitação UCB;UCB - Ementas - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA CARDOSO AZEVEDO;;;18/05/2026 19:02;21/05/2026 23:00;1;4;8002192;1846;1;00019;1;67;1;10;55;1678;5024;; ;PRESECIAL
ANEXO;;Z;F;Processo Deferido;Atende;;;;;346;37;GRADUAÇÃO - CATÓLICA;CIÊNCIAS CONTÁBEIS;2026/1;';Z;F;ANEXO;4-1-8002187;GABRIELA LIMA BATISTA;UC53150103;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;UCB - Revisão de Menção Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;MARCOS CARDOSO AZEVEDO;;;28/04/2026 17:06;03/05/2026 23:59;1;4;8002187;6074;1;00019;1;67;1;10;55;1669;4983;; ;PRESECIAL
Z;;Z;F;Finalização;ATENDE;;;;;;37;GRADUAÇÃO - CATÓLICA;BIOMEDICINA;2026/1;';Z;F;Z;4-1-8002170;HENRIQUE LIMA BATISTA;UC19386270;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;MARCOS GOMES AZEVEDO;;;30/05/2026 16:16;02/06/2026 17:33;1;4;8002170;7211;1;00019;1;67;1;10;55;1712;5268;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002147;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;DANIEL GOMES AZEVEDO;;Normal;05/06/2026 17:25;;1;4;8002147;6412;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002181;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;CARLA GOMES AZEVEDO;;Normal;15/05/2026 13:26;;1;4;8002181;5785;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;A;Aguardando pagamento;Atende;;;;;;10;GRADUAÇÃO - CATÓLICA PRESENCIAL;NUTRIÇÃO;2003/2;';Z;A;ANEXO;4-1-8002191;ISABELA LIMA BATISTA;6449547920;ALUNO;1;Em andamento;Aguardando pagamento;Processos de Solicitação UCB;UCB - Solicitação de Diplomas 2ª via - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;07/05/2026 09:42;;1;4;8002191;795;1;00019;1;67;1;10;55;1690;5120;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002194;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;NATALIA GOMES AZEVEDO;;Normal;07/04/2026 17:04;;1;4;8002194;6954;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;4-1-8002197;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;10/06/2026 12:02;;1;4;8002197;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;4-1-8002185;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;DANIEL GOMES AZEVEDO;;Normal;12/04/2026 13:04;;1;4;8002185;6412;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;4-1-8002157;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;DANIEL GOMES AZEVEDO;;Normal;21/05/2026 15:04;;1;4;8002157;6412;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;37;GRADUAÇÃO - CATÓLICA;GESTÃO DE COOPERATIVAS;2026/1;';Z;F;ANEXO;4-1-8002207;JOAO LIMA BATISTA;UC86205845;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;JOAO GOMES AZEVEDO;;;17/04/2026 17:56;23/04/2026 22:03;1;4;8002207;6161;1;00019;1;67;1;10;55;1712;5268;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;35;STRICTO SENSU - CATÓLICA;EDUCAÇÃO FÍSICA;2025/1;';Z;F;ANEXO;4-1-8002200;LARISSA LIMA BATISTA;UC14060703;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - PÓS;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;JOAO GOMES AZEVEDO;;;29/04/2026 18:15;01/05/2026 22:18;1;4;8002200;6161;1;00019;1;67;1;10;41;1714;5272;; ;PRESECIAL
ANEXO;;Z;F;Finalização;ATENDE;;;;;;37;GRADUAÇÃO - CATÓLICA;DIREITO;2026/1;';Z;F;ANEXO;4-1-8002198;MARCOS LIMA BATISTA;UC31073893;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ISABELA GOMES AZEVEDO;;;30/05/2026 10:59;08/06/2026 14:39;1;4;8002198;5196;1;00019;1;67;1;10;55;1712;5268;; ;PRESECIAL
Z;;Z;F;Finalização;ATENDE;;;;;;42;GRADUAÇÃO - CATÓLICA.;FISIOTERAPIA;2025/4;';Z;F;Z;4-1-8002184;NATALIA LIMA BATISTA;UC90200729;ALUNO;1;Concluído confirmado;Finalização;Processos de Solicitação UCB;UCB - Atendimento aos Estudantes- EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;FELIPE GOMES AZEVEDO;;;31/03/2026 10:24;09/04/2026 17:14;1;4;8002184;8005;1;00019;1;67;1;10;12;1713;5270;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002205;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;OTAVIO GOMES AZEVEDO;;Normal;05/04/2026 13:37;;1;4;8002205;7122;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;4-1-8002206;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;WILLIAM FERREIRA AZEVEDO;;Normal;22/06/2026 15:57;;1;4;8002206;2035;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;4-1-8002183;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;PATRICIA GOMES AZEVEDO;;Normal;30/04/2026 20:21;06/05/2026 04:09;1;4;8002183;2615;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;6-1-8002154;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL GOMES AZEVEDO;;Normal;11/04/2026 08:34;21/04/2026 15:14;1;6;8002154;1449;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;6-1-8002203;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL GOMES AZEVEDO;;Normal;26/05/2026 08:22;03/06/2026 10:12;1;6;8002203;1449;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;6-1-8002193;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL GOMES AZEVEDO;;Normal;08/06/2026 11:42;16/06/2026 15:48;1;6;8002193;1449;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;6-1-8002196;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL GOMES AZEVEDO;;Normal;13/05/2026 13:16;19/05/2026 16:43;1;6;8002196;1449;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;6-1-8002201;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;RAFAEL GOMES AZEVEDO;;Normal;23/03/2026 12:51;31/03/2026 18:05;1;6;8002201;1449;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;A;Abertura do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ENGENHARIA CIVIL;2026/1;';Z;A;Z;6-1-8002214;OTAVIO LIMA BATISTA;A89944936;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Multas Biblioteca;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;02/05/2026 21:28;;1;6;8002214;795;1;00017;1;64;001;8;53;1071;2451;; ;PRESECIAL
Z;;Z;F;Abertura do atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ENGENHARIA CIVIL;2026/1;';Z;F;Z;8-1-8002177;FELIPE LIMA ANDRADE;A90672266;ALUNO;1;Concluído confirmado;Abertura do atendimento;UGR - Graduação Unileste;UGR - Protocolos Diversos (Outros);UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;SOFIA GOMES AZEVEDO;;Normal;21/05/2026 12:30;29/05/2026 12:59;1;8;8002177;4753;1;00017;1;64;001;8;32;565;469;; ;PRESECIAL
Z;;Z;F;Conclusão do Atendimento;Campus Ipatinga;;;;;;28;GRADUAÇÃO - UNILESTE - IPATINGA;FISIOTERAPIA;2026/1;';Z;F;Z;8-1-8002199;PATRICIA LIMA BATISTA;A45016175;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de TCE;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;THIAGO GOMES AZEVEDO;;Normal;02/04/2026 16:54;07/04/2026 22:45;1;8;8002199;7438;1;00017;1;64;001;8;48;782;1921;; ;PRESECIAL
Z;;Z;F;Conclusão;Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ENGENHARIA ELÉTRICA;2026/1;';Z;F;Z;8-1-8002204;RAFAEL LIMA BATISTA;A56588448;ALUNO;1;Concluído confirmado;Conclusão;UGR - Graduação Unileste;UGR - Entrega de Convênios;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;VANESSA GOMES AZEVEDO;;Normal;27/03/2026 19:34;29/03/2026 23:35;1;8;8002204;5938;1;00017;1;64;001;8;48;1034;2344;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;8-1-8002212;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;WILLIAM GOMES AZEVEDO;;Normal;17/04/2026 08:35;;1;8;8002212;8914;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;A;Abertura do Atendimento;;;;;;;28;GRADUAÇÃO - UNILESTE - IPATINGA;ENFERMAGEM;2025/2;';Z;A;Z;1-1-8002179;CARLA FERREIRA BATISTA;A96508592;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Declaração de Valores Pagos;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;06/04/2026 13:10;;1;1;8002179;795;1;00017;1;64;001;8;33;1093;2497;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;;;;;;;28;GRADUAÇÃO - UNILESTE - IPATINGA;FISIOTERAPIA;2026/1;';Z;F;ANEXO;1-1-8002208;ANA BARBOSA ANDRADE;23114612;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;02/04/2026 15:28;06/04/2026 16:32;1;1;8002208;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8002210;DELTA CONSULTORIA LTDA;CF53001735;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;YASMIN GOMES AZEVEDO;;Normal;01/05/2026 14:01;;1;1;8002210;5467;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;1-1-8002195;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;01/04/2026 15:19;;1;1;8002195;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;1-1-8002186;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;SOFIA DUARTE AZEVEDO;;Normal;28/04/2026 19:24;;1;1;8002186;5741;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;1-1-8002219;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;SOFIA DUARTE AZEVEDO;;Normal;24/04/2026 17:35;01/05/2026 20:39;1;1;8002219;5741;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8002223;NOVA PRODUTOS LTDA;CF09853373;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;SOFIA FERREIRA AZEVEDO;;Normal;08/06/2026 16:55;;1;1;8002223;7552;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8002225;PRIME PRODUTOS LTDA;CF10344024;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;SOFIA FERREIRA AZEVEDO;;Normal;06/06/2026 15:48;;1;1;8002225;7552;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8002224;HORIZONTE TECNOLOGIA LTDA;CF93573079;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;LARISSA CARDOSO AZEVEDO;;Normal;27/05/2026 18:10;;1;1;8002224;8539;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;C;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;C;ANEXO;1-1-8002213;;;;;Cancelado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;22/05/2026 17:39;24/05/2026 19:08;1;1;8002213;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;A;Abertura do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;DIREITO;2026/1;';Z;A;Z;1-1-8002229;VANESSA LIMA BATISTA;A60544040;ALUNO;1;Em andamento;Abertura do Atendimento;UGR - Graduação Unileste;UGR - Declarações Especificas;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;;26/03/2026 22:37;;1;1;8002229;795;1;00017;1;64;001;8;32;564;2187;; ;WEB
ANEXO;;Z;A;Providenciar Assinatura - Central de Estágio;Católica de Tocantins - Unidade I;;;;;240;12;GRADUAÇÃO - CENTRO UNIVERSITÁRIO CATÓLICA DO TOCANTINS;Psicologia;2026/1;';Z;A;ANEXO;2-1-8002217;FELIPE FERREIRA BATISTA;FC43721963;ALUNO;1;Em andamento;Providenciar Assinatura - Central de Estágio;Protocolo Católica do Tocantins;Assinatura de Termo de Compromisso de Estágio;Protocolo Católica do Tocantins;Protocolo Católica do Tocantins;OTAVIO FERREIRA AZEVEDO;21/03/2026 14:31;Normal;14/03/2026 11:23;;1;2;8002217;1789;1;00012;1;29;Protocolo;2;8;1403;3904;; ;PRESECIAL
